,Tweets,Numeric Labels,Label
1237,منطق بابام اینجوریه که هر دوماه یه‌بار یه کامیون میاد اندازه دریای خزر آب‌معدنی خالی میکنه جلوی خونه چون مهندس حالشو نداره سالی دوتا فیلتر آب‌تصفیه عوض کنه,0,Happy
1238,غم:,1,Sad
1239,وسط قسمت هفت تصمیم گرفتم بعد این برم ددلاین بزنم، الان قسمت 19ام,0,Happy
1240,من وقتی یکی تو دانشگاه تخلف میکنه:,3,Neutral
1241,خداتومن پول بازی ندادم که بعدش پاشم بیام سر کلاس,0,Happy
1242,پشمام,4,Intense Emotions
1243,دوستان دیروز یه توییت فوق العاده خنده دار به ذهنم رسید ولی متاسفانه از کنار نطنز رد میشدم قسمت نشد بنویسم.,0,Happy
1244,اگه یه روزی قدرتی دستم اومد کل کارمندای ایرانسلو جمع میکنم تو دفتر اصلیشون با دینامیت میارمش پایین,0,Happy
1245,وای معین کیرم دهنت الان میرم خودمو از پنجره میندازم پایین,2,Angry
1246,حق منو از کی تاحالا تو تعیین میکنی مادرجنده؟,2,Angry
1247,سلام :) جدی جدی دارم سایبری میشم,0,Happy
1248,خدمتتون عرض کنم که این دختر جذابه واقعا,4,Intense Emotions
1249,می‌ترسم عکس لختی پتی بذارم سانتیاگو و دیگو و نیل خوششون نیاد. ):,0,Happy
1250,هر توییتی میخوام بزنم قبلش به این فکر ‌میکنم که این توییت برای سانتیاگو و دیگو و نیل جالب هست یا نه؟,0,Happy
1251,تابستونی🌞🍒,0,Happy
1252,چقدر توی انتخاب اتاق بد شانسم.,1,Sad
1253,چیزی که نمی‌کشتت باعث می‌شه بخوای خودت رو بکشی. تقریباً‌ هرروز و هرشب.,1,Sad
1254,ظهر بخیر خدایا کس‌ ننه‌ت که ایرانم.,2,Angry
1255,حالا من خبر نمی‌گیرم ولی تو یه زنگ بزن.,0,Happy
1256,مهم نیست چقدر تلاش میکنیم، مهم نیست چقدر میخوایمش، بعضی داستانا، پایان خوشی ندارن . . .,1,Sad
1257,من از همینجا اعلام میکنم که برای اینکه سهمیه توییت خوندنتون صرف کصشعرای من نشه دیگه توییت نمی‌زنم و فقط میخونمتون 😂🚶🏻‍♀️(حتی اینم کصشعره),0,Happy
1258,با توجه به اینکه این محدودیت برداشته شده من دوباره کصشعر خواهم گفت، اونایی که خوشحال شده بودن از خودشون خجالت بکشن 😂🚶🏻‍♀️,0,Happy
1259,آیا کارهام رو انجام می‌دم؟ خیر,1,Sad
1260,سوال: واسه چی زندگی می‌کنید!؟,3,Neutral
1261,والا نمیدونم، هستیم فعلا دور هم 🚶🏻‍♀️,0,Happy
1262,چون نه میدونم باید چیکار کنم، نه میدونم دلم میخواد چیکار کنم هیچ کاری نمیکنم و به اسکرول کردن اکسپلور اینستا ادامه میدم 💃🏻,0,Happy
1263,چون خیلی استقبال زیاد بود 😂😔 باید بگم که اکشن فیگورا فروش رفته، دوستان دیگه برای اکشن فیگورا پیام ندید 🚶🏻‍♀️,0,Happy
1264,خب، بالاخره آخرین پروژه درسم رو هم تحویل دادم و فقط مونده پروژه کارشناسی 🤡🚶🏻‍♀️,0,Happy
1265,کار اداری باعث می‌شه در انتهای روز گریه کنم,1,Sad
1266,خواهش می‌کنم این رو ببینید =)))))))))),0,Happy
1267,دلم دانشگاه می‌خواد,0,Happy
1268,آدمایی که اطلاعات عمومی زیادی دارن خیلی برام جذابن.🦦,0,Happy
1269,بچه‌ها من دو تا پیراهن خوشگل خریده بودم برای سفر الآن دیدم با خودم نیاوردم واقعا قلبم شکسته 😭😭😭,1,Sad
1270,می‌ترسی؟ منم می‌ترسم. بیا با همدیگه بترسیم.,1,Sad
1271,تا حالا ندیدم کسی مکانیک بخونه و سلامت روان داشته باشه.,0,Happy
1272,دوست عزیز، دشمن عزیز، اصلا هر کسی که هستی، قبل از اینکه درباره‌ی من صحبت کنی، با من صحبت کن … ؛)),3,Neutral
1273,من باید می‌رفتم. با اینکه این پا نا نداشت و پای دیگرم بریده بود. اما باید می‌رفتم.,1,Sad
1274,مه‌ی مشکلاتو میندازی تقصیر خودت و باز هم میگن تو خودبینانه و خودخواهانه رفتار کردی,1,Sad
1275,اینکه آدم‌ها فکر میکنن من خیلی قوی هستم و تحمل هر درد و مشکلی رو دارم من رو خیلی ناراحت میکنه.,1,Sad
1276,یه حرفی میزنید ادم از اینکه نگران حالتونم بوده پشیمون شه.,1,Sad
1277,کاش میشد یه قرار دیگه برای خداحافظی باهات بذارم و اینبار تا میخوری بزنمت😭,1,Sad
1278,"""بزرگترین ظلمه اگه بخوای فکر کنی همه‌ چیز فیک بوده و ازم متنفر شی""",1,Sad
1279,فشارهایی که امروز تحمل کردم خیلی زیاد بود. بسیار خسته و مچاله‌م.,1,Sad
1280,لی خودتون رو تحویل می‌گیرید آدم خنده‌ش می‌گیره.,0,Happy
1281,"حاجی من اینارو نداشتم چجوری دووم میاوردم؟ :""))❤️",4,Intense Emotions
1282,شاید مرگ حلش کرد,1,Sad
1283,"""حالا که گریه دوای دردمه، چرا چشمم اشکشو کم میاره""",1,Sad
1284,اره بچه‌ها جون، الان میتونیم نتیحه بگیریم ذهنِ نااروم باعث‌ِ زودبیدار شدن میشه,1,Sad
1285,از صبح تاحالا چیکار کردی؟ گریه کردم.,1,Sad
1286,خیلی بده وقتی از همه جا بریدی، کسی رو نداری که شبا بهش پیام بدی,1,Sad
1287,و شاید رندوم‌ترینا از تیر، پارادوکسی از بودن‌ها وسطِ نبودن‌ها، اینبار فقط کنار عزیزترینام💘,4,Intense Emotions
1288,به احترامِ غمت امشب کلی گریه کردم، انکار قرار نبود یادم بره چیا کشیدم..,1,Sad
1289,توییتر اینجوریه که یه مدت نیای ارتباطت با کل دنیا انگار قطعه🥲😂کسی نمیبینه توییتاتو,0,Happy
1290,نیو پروفایل پیک و این حرفا,0,Happy
1291,امشب پاچه میگیرم، منشن بذارید جاجتون کنم.,2,Angry
1292,زن زندگی آزادی❤️,4,Intense Emotions
1293,آسیب روحی که تو یک‌سال اخیر بهم وارد شده فقط با از دست دادن حافظم خوب میشه.,1,Sad
1294,تو صگ کی باشی که بخوای هیترم باشی🤭🤭,2,Angry
1295,اردیبهشت، با عشق، زیبا، جادار، مطمئن. دِ فرست و لست وان,4,Intense Emotions
1296,حس دوست داشته شدن هم ازون چیزاییه که باعث میشه ادم بتونه ادامه بده,0,Happy
1297,اعصابم خورد می‌شه ساعت خوابتون با من فرق داره.,2,Angry
1298,یه جوری تو کونم نمیری که ممکنه هر لحظه بلاکت کنم عزیزم کاش بیای استاکم کنی و بفهمی.,2,Angry
1299,کسکش کیری خفه,2,Angry
1300,از آدمی که🗿میده انتظار بیشتری هم نمی‌شه داشت.,0,Happy
1301,یه جوری صحبت می‌کنید انگار انقلاب شده بود. =))),0,Happy
1302,فکر کن بعد این همه درد خوشگل نشم.,1,Sad
1303,چرا مقاومت می‌کنید مثلا؟ خب قبول کن اشتباهتو.,3,Neutral
1304,کونتم می‌ذارم.,2,Angry
1305,به ولاه کارایی که قبل از دبیرستان تو ۱۵ ۱۶ سالگی کردم رزومه قوی تری حساب میشن تا کارای این چند سال,0,Happy
1306,رهبر من آن طفل ۲۲ ساله است که سه ماه کد زد و امروز صبح کدشو برای ۶ ملیون و ۵۰۰ هزار نفر باز کرد ولی دو تا فروخت😭,1,Sad
1307,برای همتون یه زید باهوش آرزو میکنم. خداوکیلی نمیدونید چه نعمتیه,4,Intense Emotions
1308,تو رو خدا جنس ما نباشه😂,0,Happy
1309,خداوکیلی تو دنیای آکادمیک چه خبره. همین نقاشی میکائیل ۵ ساله از تهران دقت ۶۱ درصد که هیچی دقت ۸۰ درصد رو هم توجیه میکنه,0,Happy
1310,تست برای اینکه ببینم امیررضا چطوری توئیتارو پیدا میکنه,0,Happy
1311,بار تنفر از ادما رو نه ولی بار ناامیدی ازشونو زیاد کشیدم رو دوش,1,Sad
1312,واقعا مدتیه که نیاز به آرامش و آتش‌بس با تمام اطرافیانم دارم,0,Happy
1313,اگه حس میکردم اقلیت نیستم جاج سنگین میکردم. ولی سکوت میکنم فعلا,1,Sad
1314,"ولی ""حد خودتو بدون"" یکی از اصلی ترین ردفلگ‌های زندگیمه",0,Happy
1315,چقد پیر شدم و چقد دور و بریام بچه,0,Happy
1316,حالا چرا انقد بوکمارک کردین؟ :>>,0,Happy
1317,بیا ساختمان پزشکان ببینیم هر موقع خانوم شیرزاد گفت واقعااااا؟ همو ببوسیم.,4,Intense Emotions
1318,هر موقع من بیدارم کسی پیام نمی‌ده بیداری؟، تا می‌خوابم یادشون میوفته🖕🏻,0,Happy
1319,هر موقع بیدارم=همیشه,3,Neutral
1320,یک حسی بهم میگه فیلم باربی از اوناست که وقتی می‌بینی و تموم میشه میگی همین؟ برای این کسشر انقد منتظر بودم؟,1,Sad
1321,ولی خب اگه ایران نبودم قطعا می‌رفتم ببینم برای خود فیلم نه ها برای کصکلک بازی و چیتان پیتان صورتی کردن💅🏻💅🏻,0,Happy
1322,بیا Peaky blinders ببینیم و هر وقت تامی فندک زد زیر سیگارش، همو ببوسیم!,4,Intense Emotions
1323,آب انار مجتبی💔,1,Sad
1324,انتخابت برای همیشه کدومه ؟؟,3,Neutral
1325,حوصله ام سر رفته نیاز دارم رو یکی کراش بزنم بعد هر روز استوری بذارم منتظر ریپلای عن آقا باشم🥹,4,Intense Emotions
1326,امیدوارم متوجه شده باشید چه تابستون کیری دارم سپری می‌کنم و خیلی تند و فلفلی یکی تون که خیلی خوبه بیاد کراش بزنم💅🏻💅🏻,2,Angry
1327,کوچه های منتهی به خیابون گویا همیشه پر از شگفتیه🤡,0,Happy
